RASSF1,RASSF2,RASSF3,RASSF4,RASSF5,RASSF6,RASSF7,RASSF8,RASSF9,RASSF10,Sample,Patient_ID
919.411,587.955,1327.99,211.872,58.9255,0,554.159,512.132,0,3.0329,TCGA-EE-A29B-06,TCGA-EE-A29B
497.181,438.006,594.515,350.891,154.851,2.2122,136.6,413.119,7.1895,0,TCGA-EE-A29C-06,TCGA-EE-A29C
799.87,258.144,1669.93,588.126,200.91,1.1777,152.861,1081.33,3.2975,2.5909,TCGA-EE-A29D-06,TCGA-EE-A29D
742.442,1541.36,422.419,205.362,35.3679,0.5705,164.575,1079.58,1.9966,0.2852,TCGA-EE-A29E-06,TCGA-EE-A29E
654.123,640.644,538.051,465.412,506.225,55.4151,391.276,177.853,114.949,100.721,TCGA-EE-A29G-06,TCGA-EE-A29G
1002.97,2403.11,1666.1,247.819,253.43,6.2686,272.683,1211.18,4.4776,1.3433,TCGA-EE-A29H-06,TCGA-EE-A29H
553.562,510.175,1813.59,167.266,24.237,0.8977,157.69,1251.35,0.2992,0.2992,TCGA-EE-A29L-06,TCGA-EE-A29L
600.816,1826.59,1654.88,334.92,309.079,1.7001,111.527,1272.36,1.7001,3.0602,TCGA-EE-A29M-06,TCGA-EE-A29M
937.371,3003.15,877.073,3321.84,817.87,5.4817,150.199,1419.76,6.304,1.0963,TCGA-EE-A29N-06,TCGA-EE-A29N
510.397,841.681999999999,1073.25,1850.19,988.185,6.6163,177.694,1017.96,0.9452,12.7599,TCGA-EE-A29P-06,TCGA-EE-A29P
469.822,487.517,341.486,350.841,270.097,0.2034,131.591,645.345,1.2203,0,TCGA-EE-A29Q-06,TCGA-EE-A29Q
747.419,491.29,304.839,148.065,126.129,0,185.484,788.71,60.3226,6.129,TCGA-EE-A29R-06,TCGA-EE-A29R
335.548,528.843,1424.34,516.762,274.237,0.302,226.82,1575.35,7.5506,0.302,TCGA-EE-A29S-06,TCGA-EE-A29S
359.91,417.834,309.471,870.162,976.247999999999,8.4608,75.4965,1961.93,11.0641,0,TCGA-EE-A29T-06,TCGA-EE-A29T
459.359,418.718,620.492,160.824,76.1305,0,139.954,401.546,1.431,2.0034,TCGA-EE-A29V-06,TCGA-EE-A29V
631.655,341.007,167.626,198.561,91.3669,0,47.1223,2762.23,16.9065,21.5827,TCGA-EE-A29W-06,TCGA-EE-A29W
2018.42,1617.68,731.86,866.667,810.681,1.105,281.031,616.206,4.7882,0.7366,TCGA-EE-A29X-06,TCGA-EE-A29X
382.453,2203.41,885.869,1054.86,760.756,87.1638,8.8943,1538.71,52.1797,0,TCGA-EE-A2A0-06,TCGA-EE-A2A0
698.389,9531.39,1386.01,1277.59,1053.06,2.8835,129.951,557.481,26.1439,1.5379,TCGA-EE-A2A1-06,TCGA-EE-A2A1
1768.05,393.644,1594.09,667.689,460.831,5.8545,206.858,2232.23,3.3454,0,TCGA-EE-A2A2-06,TCGA-EE-A2A2
445.633,784.908,519.311,680.036,123.886,0,90.9091,1087.34,12.7748,1.1884,TCGA-EE-A2A5-06,TCGA-EE-A2A5
1065.91,874.501,1796.94,999.917,689.414,1.3316,424.101,1668.78,0.9987,9.6538,TCGA-EE-A2A6-06,TCGA-EE-A2A6
630.801,205.424,1535.92,388.301,126.26,2.0041,335.442,1929.48,6.764,2.0041,TCGA-EE-A2GB-06,TCGA-EE-A2GB
621.864,2832.44,1922.94,957.885,518.817,112.903,175.627,2163.98,0,5.3763,TCGA-EE-A2GC-06,TCGA-EE-A2GC
446.665,1479.44,535.602,832.72,372.001,5.7096,110.019,5389.62,6.3684,0,TCGA-EE-A2GD-06,TCGA-EE-A2GD
724.923,1129.55,650.799,1234.89,1280.52,11.9007,174.43,360.422,19.3812,2.3801,TCGA-EE-A2GE-06,TCGA-EE-A2GE
629.402,2432.09,376.188,2150.36,1117.94,16.2102,362.214,524.874,9.5025,12.8563,TCGA-EE-A2GH-06,TCGA-EE-A2GH
543.422,2036.11,470.57,667.371,587.822,3.7521,248.886,541.859,5.0027,0.6253,TCGA-EE-A2GI-06,TCGA-EE-A2GI
708.805,1546.92,1442.79,1172.9,402.552,0.3403,104.126,1777.29,1.7014,7.4862,TCGA-EE-A2GJ-06,TCGA-EE-A2GJ
1075.16,6187.26,587.686,1398.73,5600.42,26.7516,506.157,151.168,28.0255,7.2187,TCGA-EE-A2GK-06,TCGA-EE-A2GK
831.669,1936.95,924.963999999999,643.937,1812.27,11.9829,284.451,581.455,10.271,0,TCGA-EE-A2GL-06,TCGA-EE-A2GL
259.026,3659.14,975.657,524.55,112.989,0,98.5826,672.847,2.5422,5.0845,TCGA-EE-A2GM-06,TCGA-EE-A2GM
721.74,1269.49,983.844,342.58,250.971,0,136.778,183.854,2.8628,40.7152,TCGA-EE-A2GN-06,TCGA-EE-A2GN
703.778,419.605,248.688,231.833,120.352,0.2957,191.617,6651.88,20.1079,0,TCGA-EE-A2GO-06,TCGA-EE-A2GO
1019.12,1904.41,1208.74,671.479,279.36,0.7803,235.661,1151.39,29.2626,3.1213,TCGA-EE-A2GP-06,TCGA-EE-A2GP
983.812,889.817,2944.75,35.5091,19.6345,1.2533,149.974,1366.48,2.0888,0,TCGA-EE-A2GR-06,TCGA-EE-A2GR
330.564,255.193,501.78,372.329,493.472,0,116.617,328.783,3.2641,3.2641,TCGA-EE-A2GS-06,TCGA-EE-A2GS
827.988,5986.88,788.63,479.757,1382.9,3.4014,374.636,199.222,5.8309,0.4859,TCGA-EE-A2GT-06,TCGA-EE-A2GT
390.853,1039.56,845.914,662.493,696.605,1.0192,175.298,909.357,1.0192,5.6055,TCGA-EE-A2GU-06,TCGA-EE-A2GU
534.008,129.055,371.12,344.601,242.065,2.4416,350.192,5240.32,4.1856,0,TCGA-EE-A2M5-06,TCGA-EE-A2M5
435.014,1680.15,757.784,726.38,230.301,0.5816,105.555,1436.48,0,3.1986,TCGA-EE-A2M6-06,TCGA-EE-A2M6
680.606,547.585,120.764,385.364,601.298,26.6763,122.206,1030.64,62.3648,7.5703,TCGA-EE-A2M7-06,TCGA-EE-A2M7
693.298,6495.35,711.721,2616.41,2184.04,20.6786,218.442,454.554,7.1435,0,TCGA-EE-A2M8-06,TCGA-EE-A2M8
1077.94,477.702,288.469,2341.99,758.538,5.6247,251.105,1462.43,1.6071,0.4018,TCGA-EE-A2MC-06,TCGA-EE-A2MC
228.75,2521.62,1593.5,504.08,303.907,8.649,172.681,1266.03,6.5613,2.0877,TCGA-EE-A2MD-06,TCGA-EE-A2MD
840.471,5542.29,1291.22,1570.52,3080.3,18.7366,279.443,853.854,49.7859,0,TCGA-EE-A2ME-06,TCGA-EE-A2ME
258.147,115.047,1098.89,789.459,164.919,0,207.424,1280.82,0,7.9343,TCGA-EE-A2MF-06,TCGA-EE-A2MF
756.63,3136.33,545.042,937.083000000001,1947.15,11.0481,285.578,443.265,44.5274,1.674,TCGA-EE-A2MG-06,TCGA-EE-A2MG
448.859,1877.95,700.602,1035.17,944.322,1.528,259.001,673.479,1.146,2.6741,TCGA-EE-A2MH-06,TCGA-EE-A2MH
669.698,815.207,384.942,2579.45,375.997,1.1927,156.243,1598.81,6.5598,9.2434,TCGA-EE-A2MI-06,TCGA-EE-A2MI
566.488,3283.24,2533.55,1143.68,1401.4,13.9975,237.546,1382.05,15.2326,9.0572,TCGA-EE-A2MJ-06,TCGA-EE-A2MJ
525.605,979.357,556.173,1055.97,568.48,1.1909,128.623,315.998,1.1909,3.1759,TCGA-EE-A2MK-06,TCGA-EE-A2MK
233.075,852.681,457.16,1041.77,539.988,0.321,222.48,1502.79,1.2842,0,TCGA-EE-A2ML-06,TCGA-EE-A2ML
1171.24,146.144,598.92,727.431,225.94,3.8852,146.144,734.305,0.5977,3.5863,TCGA-EE-A2MM-06,TCGA-EE-A2MM
444.406,2384.29,1317.72,1025.39,526.742,2.067,113.341,877.444,2.4115,0,TCGA-EE-A2MN-06,TCGA-EE-A2MN
552.054,1960.15,341.057,1069.2,528.576,0.6179,288.23,749.15,14.2107,2.1625,TCGA-EE-A2MP-06,TCGA-EE-A2MP
593.675,274.665,988.656,179.099,318.666,2.7501,177.037,1705.74,17.188,1.0313,TCGA-EE-A2MQ-06,TCGA-EE-A2MQ
1156.25,2152.56,270.454,2869.89,1950.57,20.4545,178.409,2388.64,10.5114,0.2841,TCGA-EE-A2MR-06,TCGA-EE-A2MR
380.711,619.289,893.038,862.219,540.247,5.4387,107.687,802.03,5.8013,3.9884,TCGA-EE-A2MS-06,TCGA-EE-A2MS
1358.79,91.078,718.778,264.619,106.258,2.4616,488.211,1618.89,0.8205,0,TCGA-EE-A2MT-06,TCGA-EE-A2MT
641.764,878.366,722.113,1789.44,649.286,1.3676,270.109,442.773,2.0515,1.3676,TCGA-EE-A2MU-06,TCGA-EE-A2MU
403.827,1546.92,568.695,443.245,671.28,0.8142,348.056,1652.76,4.4779,0.8142,TCGA-EE-A3AA-06,TCGA-EE-A3AA
457.249,836.176,323.219,1351.22,661.329,9.3766,129.618,2106.99,4.4125,3.3094,TCGA-EE-A3AB-06,TCGA-EE-A3AB
506.345,309.861,1824.33,651.137,302.722,2.8559,193.913,1457.63,0,1.1423,TCGA-EE-A3AC-06,TCGA-EE-A3AC
592.318,2477.16,2155.04,113.455,89.3423,0,85.9417,1564.88,3.0914,7.7286,TCGA-EE-A3AD-06,TCGA-EE-A3AD
457.379,4533.94,2045.82,1199.66,383.948,1.9923,153.693,918.742,8.2539,5.1231,TCGA-EE-A3AE-06,TCGA-EE-A3AE
432.203,2986.9,1788.91,932.203,264.638,0.3852,280.817,675.655,1.5408,1.5408,TCGA-EE-A3AF-06,TCGA-EE-A3AF
560.665,169.03,138.376,551.955,223.75,1.4325,141.527,2774.67,4.5839,0,TCGA-EE-A3AG-06,TCGA-EE-A3AG
362.967,3266.09,708.138,250.364,65.9661,0.3068,212.626,499.195,4.6023,90.8184,TCGA-EE-A3AH-06,TCGA-EE-A3AH
452.709,1923.05,1054.18,363.257,350.753,0,243.347,397.563,20.5194,6.0917,TCGA-EE-A3J3-06,TCGA-EE-A3J3
1111.72,1054.83,1058.6,248.406,98.6977,0.6854,324.88,1052.43,0.6854,0,TCGA-EE-A3J4-06,TCGA-EE-A3J4
758.164,1589.59,1029.4,1184.1,353.015,7.1557,214.33,819.839,8.1779,0.3407,TCGA-EE-A3J5-06,TCGA-EE-A3J5
307.692,399.043,1271.82,197.207,97.5233,0,270.967,478.667,6.1724,1.2345,TCGA-EE-A3J7-06,TCGA-EE-A3J7
188.823,304.27,1062.5,88.0523,192.737,0,14.6754,2443.94,19.5672,0.9784,TCGA-EE-A3J8-06,TCGA-EE-A3J8
254.237,3539.55,1868.17,444.444,402.072,16.0075,37.6648,905.838,4.7081,0,TCGA-EE-A3JA-06,TCGA-EE-A3JA
770.515,287.891,224.784,840.835,410.801,0,303.217,2120.42,4.8082,0.9015,TCGA-EE-A3JB-06,TCGA-EE-A3JB
639.344,2112.52,322.653,3720.57,1779.43,29.0611,125.931,1092.4,5.2161,0,TCGA-EE-A3JD-06,TCGA-EE-A3JD
836.021,1682.8,848.566,1495.52,1773.3,36.7384,59.1398,922.043,31.362,0,TCGA-EE-A3JE-06,TCGA-EE-A3JE
862.611,1863.71,838.717,2303.06,1818.36,4.8763,295.014,584.177,9.7525,0,TCGA-EE-A3JH-06,TCGA-EE-A3JH
962.095,2253.37,1404.74,226.406,95.0125,0.2494,322.195,967.83,9.9751,0.2494,TCGA-EE-A3JI-06,TCGA-EE-A3JI
1199.35,1003.17,1559.59,720.167,548.39,0,321.619,1070.21,18.8461,2.7806,TCGA-ER-A193-06,TCGA-ER-A193
768.134,393.806,193.555,398.066,256.248,0,325.635,92.5169,7.304,0,TCGA-ER-A194-01,TCGA-ER-A194
791.942,2341.44,426.19,1104.84,987.843,3.1261,150.399,407.086,23.6193,1.7367,TCGA-ER-A195-06,TCGA-ER-A195
633.777,1038.37,926.650999999999,247.455,901.07,18.272,237.014,644.218,18.272,69.9556,TCGA-ER-A196-01,TCGA-ER-A196
757.558,793.447,697.484,1426.96,877.706,2.3406,90.1112,521.553,6.2415,8.9721,TCGA-ER-A197-06,TCGA-ER-A197
911.574,1747.68,2057.17,292.594,211.49,0.8448,176.852,951.844999999999,1.9713,4.2242,TCGA-ER-A198-06,TCGA-ER-A198
1024.03,974.051,711.677,1086.5,2370.98,4.8054,308.986,806.824,0,0.9611,TCGA-ER-A199-06,TCGA-ER-A199
932.418,2362.24,418.937,2131,1621.96,3.8816,225.688,883.621,58.2242,11.9221,TCGA-ER-A19A-06,TCGA-ER-A19A
600.902,669.209,798.197,230.752,305.825,1.387,192.094,1432.04,54.785,9.362,TCGA-ER-A19B-06,TCGA-ER-A19B
501.703,2987.27,2337.1,278.644,93.9573,0.3586,80.3299,2069.93,7.5309,2.1517,TCGA-ER-A19C-06,TCGA-ER-A19C
443.143,1467.1,160.686,1141.54,473.69,3.7661,83.6908,628.099,61.0943,12.9721,TCGA-ER-A19D-06,TCGA-ER-A19D
606.29,291.401,181.131,982.484,555.732,2.7866,106.688,613.455,3.9809,14.3312,TCGA-ER-A19E-06,TCGA-ER-A19E
657.76,683.301,1735.56,294.695,112.377,0,203.143,1214.93,1.9646,0,TCGA-ER-A19F-06,TCGA-ER-A19F
561.369,2101.68,1172.25,1418.71,468.172,2.5484,257.021,513.678,1.0922,1.8203,TCGA-ER-A19G-06,TCGA-ER-A19G
361.194,1249.55,1113.64,1255.4,438.859,2.6598,119.157,342.044,60.3764,41.4921,TCGA-ER-A19H-06,TCGA-ER-A19H
461.416,3009.05,1164.82,1285.81,212.273,0.7159,162.158,1241.78,12.5288,5.3695,TCGA-ER-A19J-06,TCGA-ER-A19J
1959.62,593.146,1693.93,630.092,224.975,1.3573,265.694,1479.81,4.0719,21.3777,TCGA-ER-A19K-01,TCGA-ER-A19K
519.456,293.483,980.309,233.474,200.656,4.2194,52.977,3098.92,37.5059,1.4065,TCGA-ER-A19L-06,TCGA-ER-A19L
350.131,1051.14,1260.92,1191.49,394.55,1.1198,128.406,2406.12,1.8664,0,TCGA-ER-A19M-06,TCGA-ER-A19M
564.93,2001.84,1039.22,2290.82,861.275999999999,6.0206,350.531,571.285,6.6895,2.3413,TCGA-ER-A19N-06,TCGA-ER-A19N
935.072,1482.99,609.759,2654.12,762.468,0,526.415,233.902,0,0,TCGA-ER-A19O-06,TCGA-ER-A19O
1029.45,2796.5,1233.57,2812.42,2788.36,7.0753,324.401,660.83,7.429,4.2452,TCGA-ER-A19P-06,TCGA-ER-A19P
461.948,1586.91,1418.1,1986.85,704.353,0,249.608,569.684,2.1923,0.9396,TCGA-ER-A19Q-06,TCGA-ER-A19Q
668.172,1598.19,778.029,2139.48,1701.66,26.7118,268.623,1220.84,0.7524,19.5636,TCGA-ER-A19S-06,TCGA-ER-A19S
685.393,757.753,430.562,341.533,26.9663,0.4494,82.6966,2293.03,1.7978,3.5955,TCGA-ER-A19T-01,TCGA-ER-A19T
795.558,1868.76,819.367,872.111000000001,145.779,0,402.175,433.308,0.3663,0,TCGA-ER-A19T-06,TCGA-ER-A19T
697.51,1249.91,1074.3,3043.91,1218.17,0,234.152,793.562,3.7102,11.5427,TCGA-ER-A19W-06,TCGA-ER-A19W
860.297,5152.14,803.151,1608.02,4332.12,86.4084,390.043,151.817,19.6226,0.3443,TCGA-ER-A1A1-06,TCGA-ER-A1A1
430.294,245.699,72.0373,383.341,1314.04,1.9296,847.082,103.554,5.1455,70.7509,TCGA-ER-A2NB-01,TCGA-ER-A2NB
970.15,972.753,200.732,1442.54,536.153,0,84.9126,615.535,16.5921,6.1814,TCGA-ER-A2NC-06,TCGA-ER-A2NC
169.111,537.964,214.84,409.771,92.321,1.7256,249.784,479.724,32.3555,0.8628,TCGA-ER-A2ND-06,TCGA-ER-A2ND
375.859,863.161,1148.49,112.638,234.837,0,216.911,1505.83,1.1951,0.8963,TCGA-ER-A2NE-06,TCGA-ER-A2NE
404.454,857.399,1419.18,337.284,482.399,6.4655,142.601,377.874,7.5431,8.9799,TCGA-ER-A2NF-01,TCGA-ER-A2NF
292.545,471.385,1617.85,206.325,196.16,3.012,129.518,465.738,0.3765,0.753,TCGA-ER-A2NF-06,TCGA-ER-A2NF
570.472,624.636,1794.41,992.135,883.518,1.1648,124.345,896.622,4.3681,2.3296,TCGA-ER-A2NG-06,TCGA-ER-A2NG
729.255,1048.4,513.298,2039.91,1404.26,4.2553,222.872,1566.49,2.6596,2.1277,TCGA-ER-A2NH-06,TCGA-ER-A2NH
251.12,181.815,1264.6,45.0036,27.0022,0,44.1035,386.131,3.6003,0,TCGA-ER-A3ES-06,TCGA-ER-A3ES
1303.52,572.509,538.008,1235.02,286.504,8.5001,261.004,1213.02,8.0001,0.5,TCGA-ER-A3ET-06,TCGA-ER-A3ET
394.767,756.542,734.926,246.382,332.196,3.413,28.4414,180.887,1.1377,250.284,TCGA-ER-A3EV-06,TCGA-ER-A3EV
707.362,256.749,528.245,1189.17,200.802,0,123.17,879.974,2.6022,0.8674,TCGA-ER-A3PL-06,TCGA-ER-A3PL
736.422,132.95,506.917,518.801,95.8128,0,114.753,805.496,3.3423,0,TCGA-ER-A42H-01,TCGA-ER-A42H
409.037,357.511,315.894,162.109,180.341,0.7927,94.3321,1140.31,45.977,3.1708,TCGA-ER-A42K-06,TCGA-ER-A42K
761.531,1006.54,604.187,2252.86,1435.39,6.5424,170.101,1070,16.0288,1.6356,TCGA-ER-A42L-06,TCGA-ER-A42L
561.794,842.041,704.91,244.858,100.181,0,105.906,908.654,3.3827,0,TCGA-FR-A2OS-01,TCGA-FR-A2OS
618.509,2226.7,969.374,232.69,143.475,11.984,312.25,2557.92,0,0,TCGA-FR-A3R1-01,TCGA-FR-A3R1
302.008,292.697,796.916,531.446,304.626,2.0367,124.527,919.697,0.5819,0,TCGA-FR-A3YN-06,TCGA-FR-A3YN
1571.43,206.516,498.246,215.539,97.2431,0,334.336,201.504,0,1.0025,TCGA-FR-A3YO-06,TCGA-FR-A3YO
608.396,2178.88,731.516,2667.61,1208.65,1.2531,291.98,893.17,0,1.2531,TCGA-FR-A44A-06,TCGA-FR-A44A
630.783,837.634,775.356,212.189,237.544,0.4448,89.4128,750,7.5623,5.3381,TCGA-FR-A69P-06,TCGA-FR-A69P
558.397,2518.3,610.441,547.07,133.17,0.3061,216.44,857.801,7.3473,1.8368,TCGA-FR-A726-01,TCGA-FR-A726
1031.49,828.511,505.532,1661.28,548.936,0,405.532,866.383,0.4255,0,TCGA-FR-A728-01,TCGA-FR-A728
1108.72,975.61,717.652,1673.83,1339.4,8.2679,267.053,224.886,1.6536,0.4134,TCGA-FR-A729-06,TCGA-FR-A729
634.062,495.531,754.221,140.482,51.6385,0,326.713,360.973,0,21.8471,TCGA-FR-A7U8-06,TCGA-FR-A7U8
944.633,365.712,119.961,7594.46,455.075,4.3711,144.245,736.765,2.914,0,TCGA-FR-A7U9-06,TCGA-FR-A7U9
1395.23,1592.04,424.403,3798.94,2654.64,16.4456,294.43,309.284,1.5915,6.366,TCGA-FR-A7UA-06,TCGA-FR-A7UA
432.698,1358.17,774.119,753.466,282.496,1.1554,285.962,1168.69,3.4662,2.3108,TCGA-FR-A8YC-06,TCGA-FR-A8YC
1085.65,1397.52,750.738,253.987,179.563,1.1813,350.266,223.863,10.632,12.9947,TCGA-FR-A8YD-06,TCGA-FR-A8YD
761.675,2514.49,471.82,2008.86,2283.41,8.8567,315.217,1191.22,33.8164,2.0129,TCGA-FR-A8YE-06,TCGA-FR-A8YE
348.241,6954.62,2050.97,318.316,183.821,2.3019,363.696,1575.14,9.8652,6.5768,TCGA-FS-A1YW-06,TCGA-FS-A1YW
300.292,667.287,589.955,318.629,194.791,0.5315,122.509,1691.47,74.6745,0.5315,TCGA-FS-A1YX-06,TCGA-FS-A1YX
581.902,975.135,2384.26,196.606,77.416,0,207.639,1020.51,13.5863,0,TCGA-FS-A1YY-06,TCGA-FS-A1YY
433.219,561.301,766.438,1230.82,543.151,0.3425,119.52,440.753,3.0822,11.9863,TCGA-FS-A1Z0-06,TCGA-FS-A1Z0
475.442,1234.35,958.181,248.967,360.09,0,140.893,1709.8,3.3679,3.3679,TCGA-FS-A1Z3-06,TCGA-FS-A1Z3
540.533,1741.08,488.547,953.413999999999,1441.8,26.4235,155.382,185.826,18.0943,2.8721,TCGA-FS-A1Z4-06,TCGA-FS-A1Z4
618.475,4035.37,474.931,679.485,245.536,0,208.104,451.923,33.9973,2.0604,TCGA-FS-A1Z7-06,TCGA-FS-A1Z7
467.12,433.241,129.822,685.297,228.763,2.6984,167,870.979,6.2962,2.9982,TCGA-FS-A1ZA-06,TCGA-FS-A1ZA
946.902,1204.7,1268.13,523.803,492.576,5.5975,367.255,627.225,20.835,14.3046,TCGA-FS-A1ZB-06,TCGA-FS-A1ZB
1007.84,102.201,96.7742,273.44,478.143,0.9044,163.702,2443.17,1.8089,11.4561,TCGA-FS-A1ZC-06,TCGA-FS-A1ZC
1177.9,1251.58,248.338,1068.06,1262.84,0,73.0004,821.083000000001,9.5514,38.888,TCGA-FS-A1ZD-06,TCGA-FS-A1ZD
981.904000000001,2622.99,1990.28,203.418,56.3003,2.3458,217.158,1329.42,7.3727,4.0214,TCGA-FS-A1ZE-06,TCGA-FS-A1ZE
524.564,630.428,290.016,919.81,63.3914,0,158.796,751.189,11.0935,0.9509,TCGA-FS-A1ZF-06,TCGA-FS-A1ZF
708.712,465.459,3804.03,65.8613,43.4575,0,98.1209,883.362,0.2733,1.9132,TCGA-FS-A1ZG-06,TCGA-FS-A1ZG
622.166,815.602,196.924,1823.69,1258.6,15.2212,160.774,1486.92,20.2949,1.9026,TCGA-FS-A1ZH-06,TCGA-FS-A1ZH
1056.11,387.013,951.825999999999,450.49,178.771,0.3239,88.09,262.651,1.9432,0,TCGA-FS-A1ZJ-06,TCGA-FS-A1ZJ
538.523,448.428,2325.51,229.041,42.7074,0.2925,277.891,562.217,2.0476,4.0952,TCGA-FS-A1ZK-06,TCGA-FS-A1ZK
538.611,806.619,1402.34,1852.2,598.637,1.6223,203.115,1933.48,7.7872,1.9468,TCGA-FS-A1ZM-06,TCGA-FS-A1ZM
585.145,736.715,708.333,149.155,135.266,4.8309,248.792,907.307,67.3309,17.5121,TCGA-FS-A1ZN-01,TCGA-FS-A1ZN
384.037,1350.6,1057.62,1102.2,448.043,0.762,7.2388,392.799,12.9536,3.8099,TCGA-FS-A1ZP-06,TCGA-FS-A1ZP
240.935,594.375,534.833,387.219,272.782,4.8464,546.257,436.521,2.077,2.077,TCGA-FS-A1ZQ-06,TCGA-FS-A1ZQ
545.067,779.357,1202.16,566.676,187.376,3.412,197.612,729.315,18.4817,15.6383,TCGA-FS-A1ZR-06,TCGA-FS-A1ZR
473.887,254.469,191.728,378.198,185.068,0.701,151.42,7308.45,22.082,1.0515,TCGA-FS-A1ZS-06,TCGA-FS-A1ZS
444.598,1385.45,942.919000000001,911.942,773.138,17.5635,91.6057,784.158,7.9208,0.6888,TCGA-FS-A1ZT-06,TCGA-FS-A1ZT
680.437,469.421,759.012,219.117,50.2228,0,29.9716,565.006,0.81,2.8352,TCGA-FS-A1ZU-06,TCGA-FS-A1ZU
605.549,1450.49,1288.36,1283.3,961.915,62.0239,17.9543,1507.07,1.0881,0.5441,TCGA-FS-A1ZW-06,TCGA-FS-A1ZW
423.216,1998.7,2008.33,50.3564,709.433,0,137.369,65.5374,1.4811,15.181,TCGA-FS-A1ZY-06,TCGA-FS-A1ZY
551.89,635.084,1638.71,366.955,36.563,0.7948,196.857,1738.07,1.3247,1.3247,TCGA-FS-A1ZZ-06,TCGA-FS-A1ZZ
686.83,105.418,618.411,181.178,64.6014,0.8809,245.779,1253.85,2.0555,0.2936,TCGA-FS-A4F0-06,TCGA-FS-A4F0
3277.28,182.85,519.853,1395.58,139.806,0.3337,363.697,1287.29,1.3347,0.3337,TCGA-FS-A4F2-06,TCGA-FS-A4F2
1266.21,384.828,871.724,510.345,258.621,0,169.655,516.552,2.7586,0,TCGA-FS-A4F4-06,TCGA-FS-A4F4
692.231,2788.52,1030.61,697.389,104.883,0,145.461,389.616,2.751,7.5654,TCGA-FS-A4F5-06,TCGA-FS-A4F5
696.216,4090.75,1078.22,804.933,1704.51,20.8907,247.704,409.714,35.8127,0.8527,TCGA-FS-A4F8-06,TCGA-FS-A4F8
757.628,456.726,990.597,123.201,71.3874,0.3838,66.0142,1071.2,0.7676,3.838,TCGA-FS-A4F9-06,TCGA-FS-A4F9
503.998,942.911,188.745,275.389,84.6098,0.4068,137.898,1290.3,6.5084,40.271,TCGA-FS-A4FB-06,TCGA-FS-A4FB
508.704,729.462,1101.39,1424.65,232.756,6.8558,219.387,2396.46,5.8275,8.227,TCGA-FS-A4FC-06,TCGA-FS-A4FC
530.353,420.427,730.517,1018.05,148.072,0.8203,77.5226,872.847,10.2543,3.2814,TCGA-FS-A4FD-06,TCGA-FS-A4FD
708.645,353.967,530.061,704.02,344.361,4.6247,122.021,644.255,9.6051,14.2298,TCGA-FW-A3I3-06,TCGA-FW-A3I3
1708.36,487.525,1405.93,345.583,218.476,4.383,141.268,1919.08,7.7546,0,TCGA-FW-A3R5-06,TCGA-FW-A3R5
764.348,585.568,239.409,302.583,121.259,0.5182,874.725,231.636,5.182,0,TCGA-FW-A3TU-06,TCGA-FW-A3TU
289.465,3971.43,2144.6,653.744,211.385,1.6323,149.629,1216.35,0,0,TCGA-FW-A3TV-06,TCGA-FW-A3TV
512.736,2039.54,1370.85,221.425,77.977,0.3678,221.425,880.919,4.4138,4.4138,TCGA-FW-A5DX-01,TCGA-FW-A5DX
780.286,2114.69,413.634,928.604,1694.15,25.3339,339.935,1154.77,3.2243,0,TCGA-FW-A5DY-06,TCGA-FW-A5DY
482.442,512.18,1705.16,116.103,133.818,1.2654,73.7109,391.648,4.7453,11.3888,TCGA-GF-A2C7-01,TCGA-GF-A2C7
586.928,250.166,206.038,636.364,227.273,0.9954,26.5428,1319.84,2.9861,2.6543,TCGA-GF-A3OT-06,TCGA-GF-A3OT
1002.87,820.681,1151.14,3262.08,1820.27,12.0367,315.689,889.071,1.0942,0.5471,TCGA-GF-A4EO-06,TCGA-GF-A4EO
299.314,203.915,391.931,402.266,386.763,0.795,161.781,480.572,3.5775,1.9875,TCGA-GF-A6C8-06,TCGA-GF-A6C8
1140.85,1630.89,134.511,4967.53,1045.74,42.1196,696.105,481.431,0.9058,1.3587,TCGA-GF-A6C9-06,TCGA-GF-A6C9
643.72,627.243,402.05,401.318,104.724,0.3662,198.462,2007.69,20.8715,0.3662,TCGA-GF-A769-01,TCGA-GF-A769
643.349,1214.29,260.583,608.191,412.935,0,165.551,289.997,15.4615,12.4446,TCGA-GN-A262-06,TCGA-GN-A262
383.864,322.723,216.829,530.728,220.611,0.6303,28.3643,896.313,13.867,0,TCGA-GN-A263-01,TCGA-GN-A263
867.788,782.836,1230.79,228.182,118.295,0,126.124,2125.54,7.8284,0,TCGA-GN-A264-06,TCGA-GN-A264
534.957,967.505,203.026,2202.49,1115.03,12.1744,459.762,1087.1,11.4582,3.5807,TCGA-GN-A265-06,TCGA-GN-A265
2272.72,796.058,342.995,9803.8,844.528,7.7418,143.391,6087.06,7.7418,0.3366,TCGA-GN-A266-06,TCGA-GN-A266
384.997,523.869,249.845,547.427,223.187,0,232.486,355.859,1.8599,11.7793,TCGA-GN-A267-06,TCGA-GN-A267
356.934,388.753,2742.06,105.852,76.5535,0.315,320.39,1498.94,1.2601,0.315,TCGA-GN-A268-06,TCGA-GN-A268
541.227,627.037,160.115,1135.67,1351.87,0.9588,251.678,2649.09,1.4382,0.9588,TCGA-GN-A26A-06,TCGA-GN-A26A
